chr	start	end	Cluster	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
3	15107727	15109076	merged_3_15107727	74.1916047458294	-8.9515705585885	1.45078057943805	-6.17017534247378	6.82143032824284e-10	1.1150431533393e-09
4	4750890	4751414	merged_4_4750890	11.2857408995049	-6.23275246422953	1.517616120734	-4.10693612111543	4.00942053612251e-05	4.16557318689095e-05
1	8290145	8291263	merged_1_8290145	347.095667997522	-9.73643254897167	1.40635194065047	-6.923183498768	4.41605131039117e-12	9.45002842438654e-12
2	352892	353142	merged_2_352892	167.270722842946	-7.68388431875914	1.02543540958784	-7.49328943287377	6.71685553006256e-14	1.68285586460011e-13
2	12734010	12735334	merged_2_12734010	74.3451818655105	-7.50886093038609	1.43022141805308	-5.25013877963575	1.51984662524579e-07	1.87256219764119e-07
4	16794310	16795047	merged_4_16794310	69.3518630764079	-5.05250472852353	0.663463624911534	-7.61534549719621	2.62987051022927e-14	6.77794116759887e-14
3	15073452	15076084	merged_3_15073452	176.443322364664	-7.17378984973995	0.858034868284753	-8.36072065938375	6.23362871075695e-17	1.89054590388592e-16
4	7389639	7391120	merged_4_7389639	545.298579796565	-8.0658107877025	0.65207212701956	-12.3695070736562	3.82159431089352e-35	2.51494339747408e-34
3	16714922	16716180	merged_3_16714922	57.4228909187548	-5.11351115558953	0.743214955411819	-6.88025869010683	5.97439683366123e-12	1.26260611293546e-11
5	15714866	15715165	merged_5_15714866	53.8320704601439	-8.48747778994994	1.45757727247648	-5.82300365834421	5.77992895997499e-09	8.40421677727089e-09
3	12419664	12420438	merged_3_12419664	19.5132239327614	-7.02381376088369	1.47449325997889	-4.76354416227326	1.90221955284353e-06	2.1298932561393e-06
5	16480739	16481325	merged_5_16480739	180.191678959632	-8.79099694632825	1.41516091235509	-6.21201226629303	5.23103425603118e-10	8.67458615797633e-10
4	5575955	5576245	merged_4_5575955	41.5076759456867	-8.11304267728496	1.45673770594093	-5.56932290843988	2.55731160764911e-08	3.44256555819001e-08
2	7419902	7420266	merged_2_7419902	55.8078024976008	-6.08849178218877	1.04035283792139	-5.85233351634192	4.84723366131095e-09	7.12167943561675e-09
4	5891573	5893994	merged_4_5891573	75.7733305860699	-7.53713255812154	1.41290163181201	-5.33450623059681	9.580489846853e-08	1.2095274945217e-07
5	11241262	11241747	merged_5_11241262	55.3756251379202	-8.53012612186753	1.45948678776124	-5.84460660651284	5.07766779690952e-09	7.44080484272459e-09
1	3925568	3926022	merged_1_3925568	76.3366925449413	-6.54005322013611	1.03133415581579	-6.3413522991129	2.27757046962378e-10	3.96171104275242e-10
2	887289	887981	merged_2_887289	2570.54691587348	-9.4598384666211	0.485363540948763	-19.4902123223543	1.32928403751522e-84	3.24495790139092e-83
1	14468563	14470586	merged_1_14468563	32.8281862466639	-7.77364179345286	1.47060566381245	-5.28601377292412	1.25010485897216e-07	1.5559265671363e-07
2	3087384	3092669	merged_2_3087384	200.008303957585	-7.35332185539827	0.837912293710568	-8.77576556710392	1.69745109900744e-18	5.55709066775259e-18
5	17145828	17146127	merged_5_17145828	172.011984251941	-7.72549018693818	1.02755160757439	-7.51834762360478	5.54728471399946e-14	1.39740595073452e-13
4	6158737	6159211	merged_4_6158737	112.063993039183	-9.54686162699782	1.45086688003627	-6.58010859463492	4.70104790447612e-11	8.92605779103494e-11
3	9649515	9649759	merged_3_9649515	164.746812508708	-10.101975991526	1.44615684961634	-6.98539442260776	2.84056808288968e-12	6.19542647613396e-12
2	1740515	1743158	merged_2_1740515	728.489921174013	-7.63575012174201	0.488436501937143	-15.6330456291832	4.33574393689788e-55	5.35265792515122e-54
4	12598599	12599821	merged_4_12598599	2648.87620938233	-10.6749070799317	0.72967848342119	-14.6296037535341	1.81843092998105e-48	1.8957984989601e-47
5	19868266	19868894	merged_5_19868266	284.044817172407	-6.6321462407608	0.551201512393279	-12.032162633162	2.40770172713925e-33	1.48196217629532e-32
5	10435871	10436948	merged_5_10435871	28.7120404392603	-7.58229349564683	1.46480333762189	-5.1763218316779	2.26302956253169e-07	2.74431310151232e-07
2	4859828	4860938	merged_2_4859828	16.5799891868313	-6.78770646548198	1.5247232148582	-4.45176304744153	8.51681181088001e-06	9.14595876570099e-06
1	22060211	22061825	merged_1_22060211	963.914383984632	-8.2128274384451	0.514475607725641	-15.9634923699334	2.29520892028549e-57	3.01476274219834e-56
4	16428163	16428416	merged_4_16428163	678.529027966958	-10.7053949276463	1.40772571772319	-7.60474486816996	2.85466484401074e-14	7.33975630997833e-14
4	9987277	9988555	merged_4_9987277	636.788068539869	-9.03107797385474	0.835498341338556	-10.8092111342627	3.11335800576456e-27	1.51146813803309e-26
4	3515161	3517149	merged_4_3515161	98.8163508669903	-9.36541340247956	1.45256850701562	-6.4474848224001	1.13721556090312e-10	2.0595317646927e-10
4	5546328	5547499	merged_4_5546328	93.1951190342161	-9.28044469897837	1.44889070601199	-6.40520686651542	1.50165634990646e-10	2.67351449774182e-10
4	9284489	9284982	merged_4_9284489	120.257518511643	-8.20474552632564	1.41136720106706	-5.81333158381636	6.12415829786256e-09	8.86824259601074e-09
3	11778644	11779100	merged_3_11778644	33.544664897719	-7.80509495389719	1.46319397395137	-5.33428587928055	9.59213007098153e-08	1.21064265787103e-07
3	12627617	12630150	merged_3_12627617	679.35537446141	-7.89957581606981	0.552432185978072	-14.2996299212432	2.19976218143511e-46	2.14796400780434e-45
2	9311116	9313542	merged_2_9311116	935.554708376116	-6.57560893080399	0.30821925242231	-21.3341927187415	5.46802413426781e-101	1.73821366705545e-99
2	9528676	9530288	merged_2_9528676	611.605526958826	-8.97270927300329	0.83555866700794	-10.7385748329722	6.70717415006554e-27	3.19504488783313e-26
1	11407043	11407396	merged_1_11407043	30.380618237355	-7.66435830810695	1.48571928286432	-5.15868535631498	2.48689830586396e-07	3.00088512229695e-07
4	4811406	4812449	merged_4_4811406	90.310133041349	-6.19424442692663	0.844209890941967	-7.33732747435014	2.17901005804456e-13	5.25578525931778e-13
4	2321620	2321968	merged_4_2321620	108.592197159574	-9.5014301090535	1.45009646989984	-6.55227449088939	5.66672555191029e-11	1.06409426982025e-10
2	6450677	6451117	merged_2_6450677	88.6939892128146	-7.7639918229928	1.41187546180856	-5.49906279484977	3.81815155698866e-08	5.03047299840319e-08
2	2703619	2704875	merged_2_2703619	15.4836325932705	-6.69121622827387	1.48332639841909	-4.51095337843733	6.45369054298295e-06	6.97093406621417e-06
5	17644193	17644776	merged_5_17644193	776.039781666739	-9.31674693035958	0.836932624229246	-11.1320154820582	8.76313589864014e-29	4.51343360894133e-28
5	13220480	13220971	merged_5_13220480	122.885936032794	-8.2352856536467	1.41800293110676	-5.80766476076252	6.33501999781514e-09	9.1486202401755e-09
5	14062129	14063535	merged_5_14062129	322.752454110826	-8.63365905993081	1.02574457562207	-8.41696779599819	3.8635382726162e-17	1.18423260296395e-16
3	20686413	20686876	merged_3_20686413	160.480347451201	-6.15963989393965	1.67159317493965	-3.68489174655911	0.000228799865203056	0.000233492085186712
1	13960056	13961245	merged_1_13960056	29.0630668924618	-7.59789842750516	1.47123311939824	-5.16430627296702	2.41332271780406e-07	2.91769197894898e-07
5	16805859	16806396	merged_5_16805859	219.093564132334	-7.48456739993362	0.84523152572789	-8.85504997401525	8.36463277016319e-19	2.77704949397925e-18
2	6100352	6100538	merged_2_6100352	41.3227757697332	-6.64982818400298	1.43314701572478	-4.64001816355177	3.483785563689e-06	3.82592459239524e-06
5	22581327	22581621	merged_5_22581327	72.5619560276378	-6.465837007565	1.03337596790635	-6.25700346086526	3.92444707616704e-10	6.61126253534494e-10
2	1396492	1397257	merged_2_1396492	184.706639545802	-7.8276993868501	1.02469204564906	-7.63907499827609	2.18787843946878e-14	5.66588695953705e-14
2	5576446	5577322	merged_2_5576446	28.4379512908701	-7.56884062509872	1.46909382273043	-5.15204713816807	2.57658247486317e-07	3.10216118181459e-07
1	21672241	21672552	merged_1_21672241	91.7140759165989	-9.25720094128611	1.44884790894576	-6.38935314336893	1.6658893735539e-10	2.95007893718045e-10
1	25158701	25163566	merged_1_25158701	946.147461457385	-7.18014728844024	0.367146402063989	-19.5566325805607	3.62223178023901e-85	8.92655900432996e-84
1	12373834	12374156	merged_1_12373834	19.9748477616291	-7.05878456875381	1.474287175768	-4.7879305231538	1.68509961412878e-06	1.89317634661325e-06
4	2830836	2831591	merged_4_2830836	29.4407707579408	-6.15622674742831	1.42397424361524	-4.32327113712298	1.53732605799026e-05	1.62738705107821e-05
2	600353	601516	merged_2_600353	177.760873709558	-7.18381950614104	0.840063587415589	-8.55151873472064	1.2147935270104e-17	3.81665824489085e-17
3	524943	526444	merged_3_524943	266.828055696242	-7.35477956771094	0.725984022521674	-10.1307733222068	4.03445948782574e-24	1.70860349765923e-23
3	13570796	13571823	merged_3_13570796	36.7468827205471	-6.48710349996741	1.43520778905865	-4.51997512096997	6.18468990112045e-06	6.69434601695779e-06
4	8442813	8443637	merged_4_8442813	355.461409935983	-7.44803356630969	0.650039157874064	-11.45782292665	2.14847498296452e-30	1.179336840458e-29
3	21457207	21457530	merged_3_21457207	283.368520823287	-7.44375954343873	0.726080746320012	-10.2519720859778	1.15953242451961e-24	5.02917549729624e-24
4	2151774	2153496	merged_4_2151774	68.637693054765	-8.83802261401985	1.45860044141747	-6.05924855296973	1.3675892970102e-09	2.15044607738429e-09
3	16104697	16104928	merged_3_16104697	13.7669689796688	-6.52026197783779	1.49062148657577	-4.37419025323192	1.21884047965212e-05	1.29746240955563e-05
3	11082673	11082853	merged_3_11082673	274.286300233771	-10.8373260042493	1.44511769050828	-7.49926879688088	6.41748079132665e-14	1.61159484623805e-13
2	6683072	6683398	merged_2_6683072	23.759201442034	-7.30802560966897	1.46805329101877	-4.97803836848287	6.42319253703667e-07	7.4391965843864e-07
5	9462483	9463564	merged_5_9462483	551.207568604943	-8.40575840057911	0.726944467766134	-11.5631369015155	6.33514496172092e-31	3.55746985741082e-30
4	5198553	5199183	merged_4_5198553	64.4446099425501	-8.74841867340177	1.45211273847847	-6.02461395839582	1.69513733072715e-09	2.6340444869627e-09
3	14918657	14921872	merged_3_14918657	150.302293957888	-7.526565138783	1.02570898050838	-7.33791482946022	2.16947144733555e-13	5.23472987423114e-13
4	4823752	4824171	merged_4_4823752	17.0512301788004	-6.8282617553041	1.49481163543419	-4.56797471563748	4.92459419128873e-06	5.35775308164258e-06
3	13163027	13171756	merged_3_13163027	703.844552952232	-6.57665315619247	0.346428379435361	-18.9841639617161	2.30576970916776e-80	5.21539309391827e-79
1	20278534	20278719	merged_1_20278534	13.2668764983954	-6.46685969268336	1.4926803620408	-4.3323807676024	1.47505549385083e-05	1.56313113108707e-05
1	15727611	15727772	merged_1_15727611	7.91492523246064	-5.72433600455764	1.77260293963393	-3.22933911287533	0.00124076672472402	0.00125267576156687
4	7058869	7059218	merged_4_7058869	48.2252643720217	-8.32992824934259	1.45471412040903	-5.72616167841998	1.02728323780693e-08	1.4477637069613e-08
5	20519779	20520048	merged_5_20519779	159.786395873022	-7.02893575153285	0.840386282558861	-8.36393441612434	6.06606484886152e-17	1.84145347288997e-16
1	11047407	11048120	merged_1_11047407	105.129720953125	-8.01050159233723	1.40934061207141	-5.6838648682405	1.31684341107336e-08	1.83473186005461e-08
4	4677911	4684050	merged_4_4677911	219.114837983178	-6.47757541965939	0.598423925505824	-10.8243924475181	2.63822980402565e-27	1.28417671950654e-26
4	14978358	14979860	merged_4_14978358	570.637991243962	-8.45714297543983	0.724606142523072	-11.6713652826515	1.78534805033261e-31	1.02479294921044e-30
2	5836553	5837569	merged_2_5836553	165.173062617192	-7.07402660430082	0.840968122731288	-8.41176545589608	4.03884893730622e-17	1.23679591836374e-16
2	9433013	9433638	merged_2_9433013	196.412469074918	-6.32288536969367	0.608669908964956	-10.3880367282256	2.81079177025133e-25	1.25400082494868e-24
4	2861974	2866519	merged_4_2861974	6930.63505410915	-9.53562163375228	0.313399756219902	-30.4263849747906	2.45995673654347e-203	2.63032398821482e-201
3	5623571	5624137	merged_3_5623571	91.1658976198185	-9.24888476370236	1.44952078399579	-6.38064998157987	1.76337929386279e-10	3.10825630844643e-10
4	2311061	2311948	merged_4_2311061	231.752179435809	-5.67655151338329	0.446190536419179	-12.7222588783245	4.44812555577549e-37	3.15341635291087e-36
5	7818012	7818236	merged_5_7818012	452.612547041671	-11.5599135154879	1.44478322485037	-8.00114045945204	1.23272070700046e-15	3.47244513546092e-15
3	17045704	17046751	merged_3_17045704	161.601702684606	-8.63262137147525	1.40736240689389	-6.1339007843245	8.5750008973696e-10	1.38229954660065e-09
3	10930054	10934274	merged_3_10930054	454.293241955005	-7.80223971163048	0.65068861759568	-11.9907425773945	3.97327164185611e-33	2.42596453526826e-32
4	4829429	4830175	merged_4_4829429	63.6124278443367	-7.28266829571829	1.41302262526011	-5.1539643920264	2.55036390627104e-07	3.07426344822059e-07
4	3618637	3626287	merged_4_3618637	183.889775662065	-10.2609526497256	1.4460231784883	-7.09598075768927	1.28437348751419e-12	2.8898498080446e-12
1	19368015	19368813	merged_1_19368015	284.96091923401	-7.12651926287706	0.650185149782767	-10.9607536641803	5.90059093380857e-28	2.93961669239951e-27
2	741808	742037	merged_2_741808	27.9183269934525	-6.08347615718559	1.43180587439798	-4.24881352001959	2.14905719121024e-05	2.25924286502625e-05
1	13049652	13050124	merged_1_13049652	780.15082140265	-8.90921336217793	0.72602960684022	-12.2711433228626	1.29412916364851e-34	8.37172155964222e-34
3	8231107	8232520	merged_3_8231107	305.71139317006	-6.22127233625527	0.473009181124901	-13.1525403406758	1.64551629895941e-39	1.27102626124996e-38
4	7703851	7704581	merged_4_7703851	45.8786765752776	-8.25666050902693	1.46997961691004	-5.61685374004219	1.94465897540281e-08	2.65456824475222e-08
1	3497642	3498373	merged_1_3497642	162.902059227937	-6.64038518541636	0.74555328249026	-8.90665408008999	5.25958467887782e-19	1.76611748184067e-18
2	4147519	4147674	merged_2_4147519	15.4932497563719	-6.69172031391889	1.48232999633702	-4.51432564304491	6.35185540485488e-06	6.86437564550722e-06
4	2965282	2965838	merged_4_2965282	132.78387345123	-8.34894409024653	1.40830604835784	-5.92835918015252	3.05976646153657e-09	4.61705105608741e-09
1	14720861	14722522	merged_1_14720861	142.872277544609	-8.45439961555468	1.4078532488741	-6.0051710803778	1.91130261979988e-09	2.95053493556507e-09
3	15937787	15938317	merged_3_15937787	76.9565391374848	-9.00421767063536	1.45021605223897	-6.20888015736266	5.3363497359733e-10	8.83903378364135e-10
4	8313769	8319674	merged_4_8313769	469.384447448203	-7.85050871755875	0.659272438301142	-11.9078369752397	1.07735829142678e-32	6.5134867170466e-32
3	18488368	18488838	merged_3_18488368	71.1805402252636	-5.85463632683189	0.860921698122721	-6.80042835439992	1.04308535826274e-11	2.14792907292747e-11
5	22231497	22231776	merged_5_22231497	51.725911740935	-8.43099449489172	1.45385634930752	-5.79905607518063	6.66892314275414e-09	9.60509046208984e-09
3	8659653	8660239	merged_3_8659653	231.158918608106	-6.13399341068083	0.517364649767197	-11.8562283167994	1.99773043139608e-32	1.19218802220491e-31
5	10913274	10914824	merged_5_10913274	204.826339733836	-10.4157433567074	1.45087995852175	-7.17891462731327	7.02670042552568e-13	1.61908192529744e-12
3	16556001	16556620	merged_3_16556001	193.269144190465	-8.89088217804433	1.40762669971851	-6.31622160891257	2.68035617632871e-10	4.61634345355271e-10
4	3633226	3637843	merged_4_3633226	271.46599987809	-8.3837848946787	1.02452540942208	-8.18309123187861	2.76653546442853e-16	8.09989496238432e-16
4	11036255	11042752	merged_4_11036255	330.789633406695	-7.34186943380724	0.651975118971866	-11.2609656721027	2.04505342258425e-29	1.07775564893666e-28
3	22002204	22002392	merged_3_22002204	83.3901237623868	-7.67491774840355	1.41100849586788	-5.43931363339019	5.34862259153337e-08	6.94853691025793e-08
4	3274014	3288468	merged_4_3274014	1009.37560643482	-8.95916838621672	0.652310419359662	-13.7345167581586	6.30755119229244e-43	5.48803613489439e-42
3	8027093	8027569	merged_3_8027093	40.6421312665597	-8.08177334889839	1.47999200683328	-5.46068716019003	4.74295180335367e-08	6.19904136092431e-08
1	18078444	18078901	merged_1_18078444	2.95127911236713	0.0329323053643993	1.55907491238316	0.0211229781858653	0.983147555041205	0.983147555041205
3	14534122	14534691	merged_3_14534122	20.1816167683094	-7.07443509174598	1.48888374620405	-4.75150266754032	2.01910495219911e-06	2.25764237071576e-06
4	4859278	4860692	merged_4_4859278	45.3641583493522	-8.24255186404365	1.46819072092782	-5.61408797001167	1.97601673494026e-08	2.69595112481884e-08
2	893739	893993	merged_2_893739	12.1801370679361	-6.34629726179255	1.55172394595289	-4.0898365191467	4.31677341466583e-05	4.48093825729674e-05
5	26073066	26073152	merged_5_26073066	14.0218238018562	-6.54655332516824	1.49127167354866	-4.3899132809181	1.13395872872017e-05	1.20959337391224e-05
3	7785807	7785993	merged_3_7785807	77.6970606962934	-9.01694632030128	1.46228187525307	-6.16635306290777	6.9882957253586e-10	1.14073391489641e-09
2	10128878	10129727	merged_2_10128878	629.400210690901	-9.01383505256341	0.836055429932599	-10.78138449898	4.21493393106152e-27	2.03253131569414e-26
